ISO3,Country,Human_Development_Groups,UNDP_Developing_Regions,HDI_Rank,GII_Rank,Human_Development_Index,Life_Expectancy_at_Birth,Expected_Years_of_Schooling,Mean_Years_of_Schooling,Gross_National_Income_Per_Capita,Gender_Development_Index,HDI_female,HDI_male,Inequality-adjusted_Human_Development_Index,Coefficient_of_human_inequality,Overall_loss_%,Inequality_in_life_expectancy,Inequality_in_eduation,Inequality_in_income,Gender_Inequality_Index,first,second,continent,Population
CAN,Canada,Very High,,15.0,17.0,0.915,81.5286,15.23602962,13.56276035,45969.25364,0.983,0.906151322,0.922234684,0.835,8.604988575,8.743169399,4.564965725,3.856,17.394,0.123,3.901398416280248,0.6442018845559736,North America,37799407
CHE,Switzerland,Very High,,1.0,3.0,0.943,82.5707,15.73497963,13.32542038,68805.06719,0.966,0.922648063,0.954934056,0.5610944881889762,20.33897028741732,20.759962688393703,3.691610575,19.99182290426,13.24658,0.054,4.731254479471095,-0.0585926554318384,Europe,8665615
CHL,Chile,Very High,LAC,42.0,47.0,0.817,79.1099,15.32625008,9.544130325,20732.94409,0.961,0.797898587,0.83035998,0.672,17.16131449,17.74785802,6.361426353,14.94046313,30.182054,0.327,1.940432941483932,-0.4620223073301696,South America,19144605
CHN,China,High,EAP,79.0,48.0,0.7,75.9032,12.63595018,6.821168836,9589.872363,0.956,0.682973051,0.714634536,0.593,14.97699336,15.28571429,9.345324516,11.46872762,24.11692794,0.245,0.3873919003457499,-0.1944087593001085,Asia,1440297825
CMR,Cameroon,Medium,SSA,151.0,148.0,0.521,57.1331,10.60760975,5.348131494,3211.002,0.857,0.480266567,0.560197299,0.357,31.21089783,31.47792706,36.85228348,33.66053,23.11988,0.625,-3.39688668044019,-0.0934203016774174,Africa,26655083
COG,Congo,Medium,SSA,153.0,147.0,0.564,61.9924,10.53042094,5.758,4475.862804,0.918,0.540117859,0.58841805,0.416,26.29599747,26.24113475,26.05199242,25.4,27.436,0.608,-2.2391516108337624,-0.5060568598555671,Africa,5540555
COL,Colombia,High,LAC,88.0,102.0,0.733,75.3198,14.02896976,7.518929958,11930.28232,0.99,0.728171412,0.73537233,0.554,23.36683933,24.420191,11.513978,18.21465,40.37189,0.463,0.5948247449836783,-1.8861305857882849,South America,50976248
COM,Comoros,Medium,SSA,156.0,85.37647058823529,0.527,61.5033,10.92651005,4.38209875,2921.369471,0.869,0.486486233,0.559977893,0.5610944881889762,20.33897028741732,20.759962688393703,31.43014908,19.99182290426,23.99892281564085,0.3939101796407186,-2.7116274574158843,-0.3832799203959854,Africa,872695
CPV,Cabo Verde,Medium,SSA,128.0,84.0,0.653,74.2565,13.01834011,5.286467205,6119.907189,0.979,0.643643713,0.657491595,0.5610944881889762,20.33897028741732,20.759962688393703,14.438447,19.99182290426,28.04,0.3939101796407186,-0.5373896638840299,-0.6929330377353569,Africa,557026
CRI,Costa Rica,Very High,LAC,58.0,60.0,0.782,79.3477,14.31015968,8.351329803,16811.46478,0.971,0.76835104,0.790920464,0.634,18.02675335,18.9258312,6.836194038,12.91043,34.333636,0.326,1.494033959636091,-1.1715464414792909,North America,5102158
CUB,Cuba,High,LAC,83.0,73.0,0.777,77.7597,15.64000034,11.36665573,7394.688924,0.962,0.758350466,0.788040006,0.5610944881889762,20.33897028741732,20.759962688393703,5.142800808,11.25588,23.99892281564085,0.329,1.7437094785166964,0.6403830753568114,North America,11325391
CYP,Cyprus,Very High,,29.0,35.0,0.861,79.9991,13.79706001,11.57841015,38482.67954,0.97,0.847526694,0.873624284,0.768,10.64993963,10.80139373,3.090478897,13.97747,14.88187,0.137,2.914579813704286,0.609392876114882,Asia,1208886
DEU,Germany,Very High,,9.0,19.0,0.931,80.36,16.63397312,13.93054962,50108.04686,0.964,0.913351067,0.94705964,0.865,6.99440755,7.08915145,3.768982649,2.40336,14.81088,0.09,4.285641714440015,0.9804249728074064,Europe,83830972
DJI,Djibouti,Low,AS,171.0,85.37647058823529,0.47,60.4329,6.456210136,4.005142857,3423.743208,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.309,33.34079209,34.25531915,31.33958626,46.974,21.70879,0.3939101796407186,-3.433509654928669,-1.6845921854995132,Africa,990447
DMA,Dominica,High,LAC,102.0,85.37647058823529,0.702,69.6948,13.06678,7.845247711,12236.06264,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.5610944881889762,20.33897028741732,20.759962688393703,18.6509037,19.99182290426,23.99892281564085,0.3939101796407186,-0.2469444948636321,0.0849772054703857,North America,72017
DNK,Denmark,Very High,,6.0,1.0,0.926,79.7845,18.41773033,12.46644974,51652.6725,0.98,0.914916188,0.933692212,0.863,6.67033636,6.803455724,3.624849081,3.06147,13.32469,0.044,4.286956206469472,1.339116010539532,Europe,5795780
DOM,Dominican Republic,High,LAC,80.0,106.0,0.713,72.2212,13.41553472,7.330570221,12529.5448,0.989,0.706468897,0.713973218,0.543,23.57083901,23.84291725,18.63671303,19.58799,32.487814,0.487,-0.0382932100546223,-0.921730903861366,North America,10866667
DZA,Algeria,High,AS,91.0,126.0,0.727,74.1234,14.33228016,7.566753118,10945.42525,0.846,0.647518639,0.765493043,0.5610944881889762,20.33897028741732,20.759962688393703,14.96063232,19.99182290426,23.99892281564085,0.516,0.2280744412426908,0.2144083153814178,Africa,43984569
ECU,Ecuador,High,LAC,95.0,85.0,0.743,75.7425,14.86397689,7.907040119,10814.2554,0.964,0.727836343,0.754968924,0.591,19.97446277,20.45760431,11.90227032,16.38272,31.638398,0.431,0.8131849249648039,-0.7902506028675025,South America,17688599
EGY,Egypt,High,AS,97.0,109.0,0.679,69.8805,11.98482037,7.612113432,10031.42871,0.878,0.624207578,0.71114426,0.5610944881889762,20.33897028741732,20.759962688393703,15.02360821,40.9,23.99892281564085,0.553,-1.200118593832009,0.8981047049398734,Africa,102659126
ERI,Eritrea,Low,SSA,176.0,85.37647058823529,0.481,64.4017,8.20396781,4.42126088,1761.437803,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.5610944881889762,20.33897028741732,20.759962688393703,25.48719788,19.99182290426,23.99892281564085,0.3939101796407186,-1.8929018546919425,-0.8327402126804999,Africa,3554797
ESP,Spain,Very High,,27.0,14.0,0.872,82.1974,16.62454033,9.484009743,36262.31549,0.98,0.861727373,0.879107003,0.5610944881889762,20.33897028741732,20.759962688393703,3.35721159,19.99182290426,22.14397,0.095,2.9773069689713445,-0.192537868546964,Europe,46757980
EST,Estonia,Very High,,31.0,28.0,0.871,76.4681,16.50271988,13.3991003,25900.41923,1.032,0.882338589,0.854730958,0.798,8.07907734,8.381171068,4.355072021,2.51063,17.37153,0.179,2.964964176581112,1.5466400569410137,Europe,1326693
ETH,Ethiopia,Low,SSA,175.0,129.0,0.422,60.7206,8.333000183,2.171829939,1358.033249,0.854,0.388432311,0.454795716,0.295,28.57974885,30.09478673,31.90685654,44.335,9.49739,0.592,-4.562831105218145,1.6630782511276914,Africa,115434444
FIN,Finland,Very High,,11.0,6.0,0.915,80.3915,17.05632019,12.45691967,46338.34586,1.002,0.914904011,0.913005058,0.865,5.403308585,5.464480874,3.375205755,2.05531,10.77941,0.064,4.016655426773727,1.3976510978765528,Europe,5542237
FJI,Fiji,High,EAP,99.0,77.0,0.719,67.5234,14.27504487,9.797014046,10425.71399,0.956,0.699995792,0.732293484,0.602,16.03468679,16.27260083,13.64967251,11.85438786,22.6,0.395,0.4577361694935536,0.6686137371714499,Oceania,897573
FRA,France,Very High,,28.0,22.0,0.881,81.813,15.19116974,10.85153961,43324.1221,0.989,0.875121407,0.884962771,0.802,8.905534651,8.96708286,3.894943953,8.64799,14.17367,0.126,3.3273335922545555,0.7789241323776374,Europe,65298930
FSM,Micronesia,Medium,EAP,134.0,85.37647058823529,0.628,71.318,11.20826347,7.27011655,4268.065578,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.5610944881889762,20.33897028741732,20.759962688393703,16.92874336,19.99182290426,23.99892281564085,0.3939101796407186,-0.5638959742946696,0.1417420949005251,Oceania,115231
GAB,Gabon,High,SSA,112.0,140.0,0.668,64.0453,12.51824401,7.852,11980.61836,0.916,0.63557086,0.694226479,0.5610944881889762,20.33897028741732,20.759962688393703,25.68309593,19.99182290426,23.99892281564085,0.574,-1.0011759753462492,0.0182244471340165,Africa,2234448
GBR,United Kingdom,Very High,,18.0,27.0,0.908,80.8046,15.72978973,13.18756962,41872.23405,0.964,0.88837862,0.921250632,0.828,8.529932969,8.810572687,4.203548908,2.61782,18.76843,0.169,3.713839761595198,0.7571394400603084,Europe,67948282
GEO,Georgia,Very High,ECA,63.0,66.0,0.766,72.3902,13.77172995,12.43860579,10268.19764,0.97,0.749235084,0.772412123,0.5610944881889762,20.33897028741732,20.759962688393703,8.753879547,19.99182290426,32.13,0.411,1.1741034702362905,-1.135305717027613,Asia,3987805
GHA,Ghana,Medium,SSA,133.0,130.0,0.585,61.6517,10.88035965,7.621151047,4120.795406,0.905,0.555743924,0.613842817,0.411,29.45681021,29.74358974,29.22133064,36.74153,22.40757,0.572,-2.409302618487838,0.4061024459087106,Africa,31181428
GIN,Guinea,Low,SSA,182.0,157.0,0.42,57.0191,8.571100235,1.654532492,1894.945895,0.82,0.377611746,0.460466202,0.5610944881889762,20.33897028741732,20.759962688393703,39.96787643,42.0,23.99892281564085,0.651,-4.9251846900932055,0.0311715378099068,Africa,13191279
GMB,Gambia,Low,SSA,174.0,153.0,0.46,61.5257,8.079072273,3.305367797,2046.164707,0.862,0.425326058,0.49356135,0.5610944881889762,20.33897028741732,20.759962688393703,29.55501366,19.99182290426,26.928,0.656,-3.51339723124342,-0.7852145874679224,Africa,2427782
GNB,Guinea-Bissau,Low,SSA,177.0,159.0,0.452,56.9667,9.735424232,2.960562974,1850.401518,0.865,0.419643669,0.484961676,0.286,36.73059636,36.72566372,37.37678909,40.315,32.5,0.659,-4.3020756985706585,-1.0625333569214843,Africa,1975718
GNQ,Equatorial Guinea,Medium,SSA,145.0,85.37647058823529,0.585,58.4121,8.61603892,5.48047996,20366.20055,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.5610944881889762,20.33897028741732,20.759962688393703,37.24565887,19.99182290426,23.99892281564085,0.3939101796407186,-2.085983878342768,-1.6760019280819192,Africa,1410419
GRC,Greece,Very High,,33.0,32.0,0.865,80.5469,16.86862946,10.30519748,28849.61236,0.97,0.850942256,0.8775178,0.768,10.96952592,11.21387283,3.566987753,11.26785,18.07374,0.14,2.873745632205608,0.7638566562498171,Europe,10413936
GRD,Grenada,High,LAC,68.0,85.37647058823529,0.786,75.2947,18.08107313,8.375,12675.81463,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.5610944881889762,20.33897028741732,20.759962688393703,9.493803024,19.99182290426,23.99892281564085,0.3939101796407186,0.6821798231039083,1.553642075809718,North America,112614
GTM,Guatemala,Medium,LAC,135.0,121.0,0.611,71.1769,10.53065968,4.609366775,7297.912703,0.91,0.577923332,0.635370791,0.407,32.45425166,33.38788871,18.55984497,34.64291,44.16,0.541,-1.5966653610381218,-2.56083721306706,North America,17971382
GUY,Guyana,High,LAC,108.0,114.0,0.665,66.9818,11.47663021,8.151373545,9630.015485,0.959,0.647192886,0.675155831,0.544,18.04764223,18.19548872,19.21243668,10.48157,24.44892,0.49,-0.5227664853845562,-0.2318534319255349,South America,787215
HKG,Hong Kong,Very High,,4.0,85.37647058823529,0.914,83.2321,15.76149255,11.61520004,54802.55324,0.961,0.89576445,0.931902188,0.788,13.31965114,13.78555799,2.545839548,11.85039423,25.56271964,0.3939101796407186,3.8679062556987422,-0.402303939715774,Asia,7507523
HND,Honduras,Medium,LAC,137.0,107.0,0.6,71.4386,10.1966753,5.581989765,4697.331439,0.968,0.587838863,0.607346835,0.437,26.34409988,27.16666667,13.19640064,25.07937,40.756529,0.466,-1.2259215122672906,-2.134272126029406,North America,9931333
HRV,Croatia,Very High,,40.0,26.0,0.826,77.2222,14.54564953,11.14391041,23773.74945,0.984,0.819411646,0.832460787,0.5610944881889762,20.33897028741732,20.759962688393703,4.236783981,19.99182290426,17.56036,0.133,2.070052651183995,0.7191556355521209,Europe,4100719
HTI,Haiti,Low,LAC,163.0,163.0,0.512,61.6227,8.885,4.842,3011.380271,0.88,0.477463679,0.542527143,0.305,40.0820641,40.4296875,31.70219231,40.681,47.863,0.63,-3.419609693611444,-2.8451746022766504,North America,11426356
HUN,Hungary,Very High,,46.0,55.0,0.83,74.9232,15.19478989,11.92125034,23814.05863,0.992,0.825472973,0.832493537,0.77,7.175996883,7.228915663,4.935520649,3.48215,13.11032,0.242,2.392743321321737,1.5930695010375993,Europe,9655983
IDN,Indonesia,High,EAP,114.0,110.0,0.671,68.8228,12.59058952,7.514760017,8430.620607,0.921,0.63996564,0.695129493,0.5610944881889762,20.33897028741732,20.759962688393703,17.54471016,19.64056516,23.99892281564085,0.496,-0.4975215385221226,0.0794232193368279,Asia,274021604
IND,India,Medium,SA,132.0,122.0,0.588,67.359,11.29448032,5.301909924,4361.090551,0.813,0.513466089,0.631516741,0.415,28.7728685,29.42176871,24.7386055,42.42,19.16,0.576,-2.451138765629984,0.9826497371090922,Asia,1382345085
IRL,Ireland,Very High,,8.0,21.0,0.902,80.6332,17.93795967,10.99995995,41143.12106,0.977,0.889984937,0.910999402,0.838,6.932831787,7.095343681,3.77519536,3.23114,13.79216,0.14,3.690327467200898,1.3875384157845063,Europe,4947267
IRN,Iran,High,SA,76.0,115.0,0.754,73.6786,13.31478977,9.798224926,14011.26821,0.87,0.682050942,0.784198898,0.5610944881889762,20.33897028741732,20.759962688393703,11.46416569,5.06605578,23.99892281564085,0.527,1.045574641617991,0.4297055244346859,Asia,84176929
IRQ,Iraq,Medium,AS,121.0,145.0,0.649,67.659,11.048673,7.256973951,8922.675892,0.797,0.551777736,0.692229592,0.506,21.7664836,22.03389831,18.52131081,30.63102,16.14712,0.572,-1.3604973444984303,1.0351644107489597,Asia,40372771
ISL,Iceland,Very High,,3.0,8.0,0.912,82.178,18.54735947,11.34965107,39273.83731,0.98,0.898625197,0.917057911,0.861,5.462641271,5.592105263,2.275283813,2.49579,11.61685,0.088,3.878093269689298,1.7634315629602926,Europe,341628
ISR,Israel,Very High,,22.0,22.0,0.897,81.7274,16.1223793,12.5978899,33026.89275,0.969,0.880541419,0.908808609,0.782,12.35658612,12.82051282,3.641724348,8.431034,24.997,0.138,3.3589872297967966,0.114557466438404,Asia,8678517
ITA,Italy,Very High,,30.0,13.0,0.885,82.235,16.70663071,9.897959709,42043.25452,0.969,0.868968749,0.896766452,0.78,11.59185284,11.86440678,3.277348518,11.67765,19.82056,0.119,3.3194194218198847,0.2598501187107742,Europe,60446035
JAM,Jamaica,High,LAC,110.0,80.0,0.709,73.0942,12.835763,8.439430237,9215.326794,0.989,0.703623657,0.711316221,0.589,16.06593317,16.92524683,10.62568951,5.60595,31.96616,0.409,0.6216875302147891,-1.0744808822602878,North America,2963429
JOR,Jordan,High,AS,102.0,118.0,0.721,74.1891,11.23715019,9.698710203,10921.28119,0.87,0.655856937,0.753471553,0.588,18.3850188,18.44660194,11.67886639,22.4,21.07619,0.479,0.0497424099054981,0.6865887264562861,Asia,10220604
JPN,Japan,Very High,,19.0,22.0,0.899,82.6756,14.90709071,12.70736401,38863.25616,0.958,0.877020301,0.915090431,0.5610944881889762,20.33897028741732,20.759962688393703,3.357638121,19.99182290426,14.557639,0.113,3.453660210431129,0.4514064939245322,Asia,126407422
KAZ,Kazakhstan,Very High,ECA,56.0,41.0,0.775,68.7452,14.82793999,11.27930291,18264.09656,0.999,0.771850537,0.772924295,0.696,10.13988969,10.19354839,11.88835907,5.874,12.65731,0.269,1.3959458457601464,1.7743387119961924,Asia,18815231
KEN,Kenya,Medium,SSA,152.0,128.0,0.55,61.0458,10.35311515,6.212,3402.901672,0.925,0.531418113,0.574237578,0.389,29.05119242,29.27272727,25.17038727,26.01787,35.96532,0.588,-2.302505395858383,-1.392970098304614,Africa,53968739
KGZ,Kyrgyzstan,Medium,ECA,118.0,87.0,0.665,68.5778,12.34677029,11.09532847,3867.145395,0.976,0.653874253,0.670250167,0.56,15.46157699,15.78947368,15.74370098,6.587,24.05403,0.389,0.1070065856158394,-0.411345966435494,Asia,6542426
KHM,Cambodia,Medium,EAP,146.0,116.0,0.548,68.4163,10.84350783,4.2,2736.294927,0.893,0.517138257,0.578997935,0.419,23.38431862,23.54014599,21.53380585,28.3292,20.28995,0.507,-2.198991432472863,0.5155910833553313,Asia,16758448
KIR,Kiribati,Medium,EAP,136.0,85.37647058823529,0.587,65.1901,11.8186087,7.865527643,2594.087007,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.5610944881889762,20.33897028741732,20.759962688393703,27.09345818,21.38,23.99892281564085,0.3939101796407186,-1.1310901762148964,0.0483386270362911,Oceania,119760
KOR,South Korea,Very High,,19.0,15.0,0.896,81.2098,16.87137985,11.73383427,35598.27827,0.929,0.857346346,0.922676211,0.8,10.46424834,10.71428571,3.505674124,10.6370709,17.25,0.113,3.325459743681373,0.9098765022992642,Asia,51276977
KWT,Kuwait,Very High,AS,50.0,74.0,0.82,78.4636,14.02091904,7.060302496,66856.94387,0.991,0.808053523,0.815770748,0.5610944881889762,20.33897028741732,20.759962688393703,6.328181267,24.47025119,23.99892281564085,0.216,2.7704104433502232,-1.825380613609959,Asia,4281320
LBN,Lebanon,High,AS,112.0,108.0,0.771,78.4036,13.28792,8.280471949,18628.30996,0.891,0.714432019,0.801864709,0.5610944881889762,20.33897028741732,20.759962688393703,6.948126316,6.177,23.99892281564085,0.452,1.4844755656003297,-0.0682192295639112,Asia,6819976
LBR,Liberia,Low,SSA,178.0,164.0,0.464,59.6198,9.834911,4.178,1398.769059,0.824,0.419143798,0.508965545,0.305,33.48632723,34.26724138,35.07498169,46.38,19.004,0.666,-4.126169042906685,0.7295466550007773,Africa,5077411
LBY,Libya,High,AS,104.0,61.0,0.69,70.0707,13.71967,7.31,9229.557288,0.973,0.677064311,0.696044682,0.5610944881889762,20.33897028741732,20.759962688393703,12.4464674,19.99182290426,23.99892281564085,0.289,-0.0922063511182707,0.1423194958782322,Africa,6887247
LCA,Saint Lucia,High,LAC,106.0,91.0,0.734,72.944,13.24817514,8.363389969,14251.38425,0.995,0.730867784,0.734785009,0.5610944881889762,20.33897028741732,20.759962688393703,11.42263317,26.66745775,23.99892281564085,0.386,0.265445389892979,0.1132859933034163,North America,183774
LIE,Liechtenstein,Very High,,16.0,85.37647058823529,0.918,81.9326,14.84086037,11.95253138,101656.9339,0.9328421052631576,0.6708890898187134,0.7122762371695907,0.5610944881889762,20.33897028741732,20.759962688393703,5.784716606,19.99182290426,23.99892281564085,0.3939101796407186,2.6287528934002133,4.234590046257828,Europe,38147
LKA,Sri Lanka,High,SA,73.0,92.0,0.744,73.38,13.72367954,10.28454699,9746.385707,0.955,0.721249801,0.755477597,0.5610944881889762,20.33897028741732,20.759962688393703,7.846017838,19.99182290426,23.99892281564085,0.407,0.7954514811793861,0.3073323158824503,Asia,21428970
LSO,Lesotho,Low,SSA,168.0,144.0,0.475,46.6919,12.18740018,5.206655044,2937.125676,0.99,0.473360743,0.478289479,0.304,35.27966738,36.0,34.49983215,24.3,47.03917,0.557,-3.457405435787868,-3.3951463514713365,Africa,2145194
LTU,Lithuania,Very High,,35.0,30.0,0.849,73.9256,16.85102081,12.57373047,24538.41744,1.027,0.859272411,0.836872915,0.762,10.03685256,10.24734982,5.481777668,6.07428,18.5545,0.153,2.601716700566564,1.3733521229749752,Europe,2715340
