ISO3,Country,Human_Development_Groups,UNDP_Developing_Regions,HDI_Rank,GII_Rank,Human_Development_Index,Life_Expectancy_at_Birth,Expected_Years_of_Schooling,Mean_Years_of_Schooling,Gross_National_Income_Per_Capita,Gender_Development_Index,HDI_female,HDI_male,Inequality-adjusted_Human_Development_Index,Coefficient_of_human_inequality,Overall_loss_%,Inequality_in_life_expectancy,Inequality_in_eduation,Inequality_in_income,Gender_Inequality_Index,first,second,continent,Population
AZE,Azerbaijan,High,ECA,91.0,70.0,0.741,70.8814,12.48489929,10.47587967,13958.10444,0.949,0.717347304,0.755570597,0.668,9.667121131,9.851551957,16.62669373,3.515669662,8.859,0.342,-1.3294189291178946,1.773238462402577,Asia,10154978
BDI,Burundi,Low,SSA,187.0,127.0,0.421,59.2346,11.06155014,2.092348337,878.1187171,0.919,0.403301774,0.439035356,0.302,27.64078402,28.26603325,31.91197205,36.86809,14.14229,0.528,-3.535441876911917,-2.821000304895444,Africa,11948454
BEL,Belgium,Very High,,13.0,10.0,0.916,80.468,19.41551018,11.53950977,48783.26894,0.972,0.901910215,0.92836477,0.843,7.93469359,7.969432314,3.788840771,8.09488,11.92036,0.075,1.4391189884280515,4.026360747518566,Europe,11598451
BEN,Benin,Low,SSA,166.0,152.0,0.52,58.9654,12.55957985,3.428928671,2861.120591,0.849,0.476776776,0.561371244,0.326,37.04775943,37.30769231,36.9590683,44.79226,29.39195,0.62,-1.5298003807486948,-3.746076232489195,Africa,12175480
BFA,Burkina Faso,Low,SSA,184.0,157.0,0.402,57.8234,7.72631979,1.1824857,1834.881492,0.874,0.374218981,0.428039759,0.29,27.41616169,27.86069652,37.09279633,20.96640874,24.18928,0.605,-2.695475071768872,-4.234993195308669,Africa,20997293
BGD,Bangladesh,Medium,SA,129.0,131.0,0.574,69.5646,10.41130018,5.064770222,3614.372724,0.87,0.525223229,0.603546193,0.405,29.12570704,29.44250871,20.55280113,38.55827,28.26605,0.583,-1.094643923428926,-2.2364073001817943,Asia,164972348
BGR,Bulgaria,High,,68.0,52.0,0.805,74.8489,14.90898991,11.00629997,18915.57655,0.993,0.801387143,0.807238041,0.722,10.08033958,10.31055901,6.534178734,5.46531,18.24153,0.213,0.4180841320872169,1.9799342367746129,Europe,6939018
BHR,Bahrain,Very High,AS,35.0,46.0,0.824,79.2463,13.5202198,8.677140236,44935.818,0.95,0.792835798,0.834521604,0.5727602739726027,19.83673075241096,20.26141256282192,5.285290241,22.1544907,23.75658708326797,0.242,1.9760684377904367,1.13553629697793,Asia,1711057
BHS,Bahamas,Very High,LAC,55.0,78.0,0.816,73.0237,12.64498654,12.11689158,34438.39196,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,10.32153034,6.917101819,23.75658708326797,0.355,-0.2156137935675876,1.5284919774061516,North America,393893
BIH,Bosnia and Herzegovina,High,ECA,74.0,38.0,0.751,76.3304,14.09806667,8.542043209,11878.91698,0.917,0.716155511,0.7806931,0.634,15.1605606,15.5792277,4.633860111,20.6874517,20.16037,0.173,0.2539271842831232,0.8666708241008713,Europe,3277152
BLR,Belarus,Very High,ECA,60.0,29.0,0.808,72.9891,15.72134018,11.57158813,18128.3195,1.018,0.813860158,0.79933961,0.756,6.346256919,6.435643564,4.579210758,3.67781,10.78175,0.157,-0.1737199799155442,2.6820877396246914,Europe,9448772
BLZ,Belize,Medium,LAC,123.0,86.0,0.712,73.6661,12.75833035,9.994634247,6677.827034,0.95,0.689704435,0.72570769,0.552,21.49118046,22.47191011,10.69272137,15.85449,37.92633,0.433,1.3773004447546815,-0.7172461389917422,North America,398845
BOL,Bolivia,Medium,LAC,118.0,99.0,0.682,67.0207,14.57401371,8.425590197,6937.038027,0.934,0.656750761,0.70293047,0.505,25.54713363,25.95307918,20.94509888,19.90639,35.789912,0.474,0.781308480765636,-1.289851764767861,South America,11700207
BRA,Brazil,High,LAC,87.0,94.0,0.75,73.9185,15.29059029,7.287489891,15584.11902,0.989,0.743674661,0.752017082,0.568,23.2453983,24.26666667,10.91271591,19.29072,39.532759,0.444,1.8113905674872708,-0.691578664458246,South America,212821986
BRB,Barbados,High,LAC,70.0,64.0,0.787,76.2752,15.39170584,9.678683176,14453.26863,1.022,0.791990327,0.775123685,0.652,16.1922483,17.15374841,9.444517136,5.54685,33.58537775,0.3,1.7273584888321836,0.5355151154760656,North America,287437
BRN,Brunei,Very High,EAP,51.0,61.0,0.838,74.7992,14.93539047,8.92,66079.80508,0.983,0.82830222,0.842383505,0.5727602739726027,19.83673075241096,20.26141256282192,7.052103996,19.25847161108485,23.75658708326797,0.3797185628742514,2.849387476676499,1.371301795891844,Asia,438202
BTN,Bhutan,Medium,SA,127.0,98.0,0.606,69.7072,12.50473022,2.585663986,8517.974126,0.926,0.581719428,0.627952198,0.429,28.07235152,29.20792079,18.40576363,44.81067,21.00062092,0.53,-2.472818956764899,-1.323879461545738,Asia,773069
BWA,Botswana,Medium,SSA,117.0,117.0,0.687,61.9958,12.35135213,9.56,15007.46945,0.979,0.678560095,0.693033107,0.421,37.17615368,38.71906841,23.93546104,32.082,55.511,0.499,-3.830945439724532,0.2390650977979202,Africa,2359585
CAF,Central African Republic,Low,SSA,188.0,166.0,0.368,50.902,7.006191114,3.966,839.1221207,0.784,0.321840292,0.410457906,0.212,42.06177132,42.39130435,42.44112396,34.5496,49.19459,0.687,-0.8756430246837518,-6.215370936785497,Africa,4843954
CAN,Canada,Very High,,15.0,17.0,0.923,81.8029,15.73849964,13.63042431,46909.89758,0.984,0.914776614,0.929707867,0.843,8.497463488,8.667388949,4.593390465,2.678,18.221,0.115,2.0349840578183245,3.3539857163480518,North America,37799407
CHE,Switzerland,Very High,,1.0,3.0,0.948,82.6903,15.98027039,13.5268302,69539.14942,0.968,0.929244018,0.960194056,0.894,5.705314015,5.696202532,3.667062044,2.34809,11.10079,0.044,2.755072487381601,4.073875720159654,Europe,8665615
CHL,Chile,Very High,LAC,42.0,47.0,0.836,79.3391,16.1086998,10.00895977,22815.82741,0.964,0.818358748,0.848956648,0.696,16.13053653,16.74641148,5.901639462,12.67934912,29.810621,0.3,1.6803986271366378,1.3859586667787616,South America,19144605
CHN,China,High,EAP,79.0,48.0,0.717,76.4523,13.05641012,7.010546494,11012.37325,0.963,0.701995112,0.728832994,0.6,15.78625644,16.31799163,8.287769318,11.68,27.391,0.235,0.6603052541182809,0.016972621871834,Asia,1440297825
CMR,Cameroon,Medium,SSA,151.0,148.0,0.542,58.4761,11.52208519,5.637974729,3310.463486,0.865,0.501580902,0.579679235,0.375,30.56382545,30.81180812,34.93094635,33.66053,23.1,0.586,-1.7358192031417672,-2.76902555430999,Africa,26655083
COG,Congo,Medium,SSA,153.0,147.0,0.58,62.6947,10.94790996,5.934,5077.679948,0.93,0.559308575,0.601414634,0.431,25.73273969,25.68965517,24.98527908,21.52094,30.692,0.6,-0.5953112126814785,-2.200816337927876,Africa,5540555
COL,Colombia,High,LAC,88.0,102.0,0.746,75.8267,14.28950977,7.833469868,12902.5132,0.993,0.742073058,0.747522726,0.569,22.65218451,23.72654155,10.81788254,17.62778,39.510891,0.46,1.7145040702867036,-0.6283849204118441,South America,50976248
COM,Comoros,Medium,SSA,156.0,85.37647058823529,0.539,62.2244,11.24825001,4.661372176,3004.90976,0.873,0.49845958,0.57077338,0.293,44.62512082,45.64007421,30.24760246,47.61438,56.01338,0.3797185628742514,1.0212817286449405,-4.981471591032316,Africa,872695
CPV,Cabo Verde,Medium,SSA,128.0,84.0,0.666,75.059,13.48058033,5.610521424,6106.201391,0.982,0.657359241,0.669225118,0.5727602739726027,19.83673075241096,20.26141256282192,13.12870216,19.25847161108485,23.75658708326797,0.3797185628742514,0.0054629334502947,-0.5821114601372946,Africa,557026
CRI,Costa Rica,Very High,LAC,58.0,60.0,0.792,79.4034,14.7502203,8.581184864,17594.06705,0.977,0.780929702,0.799654768,0.641,18.02648674,19.06565657,6.497566223,12.42771,35.154184,0.313,1.885793374278838,0.3456544109053603,North America,5102158
CUB,Cuba,High,LAC,83.0,73.0,0.769,77.8698,13.97082043,11.63700714,7822.470876,0.958,0.748629334,0.781724399,0.5727602739726027,19.83673075241096,20.26141256282192,5.016538143,11.25588,23.75658708326797,0.318,0.4469813569526245,1.4335201822686798,North America,11325391
CYP,Cyprus,Very High,,29.0,35.0,0.861,80.4016,14.0009203,11.87837982,33007.80248,0.974,0.849191403,0.8719653,0.77,10.41081893,10.56910569,2.918636799,12.40564,15.90818,0.131,1.1428455621550075,2.532716102406316,Asia,1208886
DEU,Germany,Very High,,9.0,19.0,0.934,80.4633,16.73333931,14.00984955,50314.54101,0.966,0.916981916,0.948911399,0.867,6.960703958,7.173447537,3.551241875,2.58042,14.75045,0.078,1.9979966168804024,3.767444244559249,Europe,83830972
DJI,Djibouti,Low,AS,171.0,85.37647058823529,0.483,61.2212,6.605742082,4.045678571,3984.464639,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,30.21466255,19.25847161108485,27.74495175,0.3797185628742514,-0.0488310078518239,-3.0858961082315317,Africa,990447
DMA,Dominica,High,LAC,102.0,85.37647058823529,0.699,68.8962,13.12942954,7.893659876,11997.30479,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,21.27141762,19.25847161108485,23.75658708326797,0.3797185628742514,-0.3462926609480881,-0.3562813118226834,North America,72017
DNK,Denmark,Very High,,6.0,1.0,0.933,80.3042,19.14090919,12.74561024,52812.58307,0.98,0.923085785,0.941627621,0.872,6.431890577,6.538049303,3.526381731,2.97301,12.79628,0.039,1.781293993304706,4.185458866627939,Europe,5795780
DOM,Dominican Republic,High,LAC,80.0,106.0,0.722,72.7127,13.69433022,7.516860008,13067.09635,0.994,0.717935587,0.722331343,0.552,23.25094725,23.54570637,18.54873276,19.03638,32.167729,0.478,0.640921099288477,-0.6287514226431475,North America,10866667
DZA,Algeria,High,AS,91.0,126.0,0.731,74.6153,14.33228016,7.689373008,11077.58045,0.857,0.657604943,0.767762867,0.581,19.84218828,20.51983584,14.47336483,33.68956,11.36364,0.438,-1.6824223696139775,0.9133230382604012,Africa,43984569
ECU,Ecuador,High,LAC,95.0,85.0,0.755,76.3694,14.91156006,8.288680077,11633.97078,0.962,0.738636574,0.768082357,0.604,19.48995319,20.0,10.98998356,15.45335,32.026526,0.404,1.1816813724019286,0.083940952697252,South America,17688599
EGY,Egypt,High,AS,97.0,109.0,0.694,70.0521,12.73591995,8.089978825,10016.17801,0.895,0.645662537,0.721781157,0.483,29.55340198,30.40345821,14.01420593,38.143,36.503,0.572,0.942269112067784,-1.6859752225608995,Africa,102659126
ERI,Eritrea,Low,SSA,176.0,85.37647058823529,0.483,65.0665,8.550202608,4.5543964,1573.960206,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,24.40716553,19.25847161108485,23.75658708326797,0.3797185628742514,-0.9452955546417088,-1.717846022849013,Africa,3554797
ESP,Spain,Very High,,27.0,14.0,0.88,82.7199,17.17250061,9.615365028,35204.72455,0.98,0.870009629,0.887490791,0.5727602739726027,19.83673075241096,20.26141256282192,3.039278269,19.25847161108485,21.26914,0.084,2.0725886897043746,2.175449112430105,Europe,46757980
EST,Estonia,Very High,,31.0,28.0,0.88,77.1272,16.42387962,13.53934956,28361.78899,1.025,0.888487959,0.866421313,0.804,8.287929852,8.636363636,3.903639555,2.33291,18.62724,0.154,0.8941396224142206,3.123809809566464,Europe,1326693
ETH,Ethiopia,Low,SSA,175.0,129.0,0.441,62.3734,8.573365192,2.375552034,1541.762481,0.855,0.404811582,0.473705311,0.312,27.87437953,29.25170068,29.7907486,44.335,9.49739,0.571,-3.9864671833215546,-2.6110142934348484,Africa,115434444
FIN,Finland,Very High,,11.0,6.0,0.926,80.8831,19.30257034,12.54920959,44871.50214,0.989,0.919512339,0.930063651,0.877,5.160772424,5.291576674,2.886857271,2.0293,10.56616,0.061,1.3385463654292222,4.274155548840445,Europe,5542237
FJI,Fiji,High,EAP,99.0,77.0,0.726,67.428,14.3776549,10.07479591,11174.36971,0.941,0.698949187,0.742889805,0.608,16.03868714,16.25344353,13.66167355,11.85438786,22.6,0.398,-0.2647561681800386,0.6451997067950088,Oceania,897573
FRA,France,Very High,,28.0,22.0,0.887,82.0159,15.41289043,11.08078957,43213.27903,0.99,0.881554271,0.890752118,0.812,8.300552486,8.455467869,3.931587458,7.50871,13.46136,0.107,1.415334344944759,3.086430609869028,Europe,65298930
FSM,Micronesia,Medium,EAP,134.0,85.37647058823529,0.626,71.4985,11.17616973,7.416245893,3940.037944,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,16.34120369,19.25847161108485,26.38098943,0.3797185628742514,-0.2048884807985635,-0.6345279821825035,Oceania,115231
GAB,Gabon,High,SSA,112.0,140.0,0.685,64.7765,12.56472105,8.416,13459.73799,0.914,0.650844268,0.712179421,0.529,22.74313161,22.77372263,24.33817482,23.47992,20.4113,0.562,-1.089202755533271,-0.4574253252342152,Africa,2234448
GBR,United Kingdom,Very High,,18.0,27.0,0.922,80.9291,17.6342907,12.83395004,42026.76323,0.966,0.903050444,0.935296303,0.85,7.641541918,7.809110629,3.891005754,2.83294,16.20068,0.153,1.5757160440864535,3.6148267076009946,Europe,67948282
GEO,Georgia,Very High,ECA,63.0,66.0,0.777,72.6284,14.03843021,12.55731964,11544.51495,0.979,0.765446391,0.781692308,0.675,12.65116414,13.12741313,7.942168713,4.061323717,25.95,0.364,0.1441613563885162,1.6510139174872114,Asia,3987805
GHA,Ghana,Medium,SSA,133.0,130.0,0.6,62.4205,11.34636021,7.701893083,4623.712983,0.906,0.569847043,0.628884327,0.425,28.93367408,29.16666667,27.65192223,36.74153,22.40757,0.556,-1.6099677707629587,-1.7469059514469567,Africa,31181428
GIN,Guinea,Low,SSA,182.0,157.0,0.429,57.7906,8.783830166,1.799277484,1933.790491,0.831,0.389738747,0.468805081,0.274,34.79589812,36.13053613,39.06607437,48.26536,17.05626,0.644,-3.6146309339795466,-3.77284763429069,Africa,13191279
GMB,Gambia,Low,SSA,174.0,153.0,0.471,62.1138,8.33305254,3.571141481,2086.160286,0.87,0.437310702,0.502644676,0.302,34.86886939,35.88110403,28.20931816,49.32129,27.076,0.648,-2.5190299839425467,-3.529481047895725,Africa,2427782
GNB,Guinea-Bissau,Low,SSA,177.0,159.0,0.46,58.2324,9.954833869,3.208544821,1736.28375,0.873,0.428667937,0.491010287,0.293,36.10393824,36.30434783,35.49681473,40.315,32.5,0.639,-1.707114040512716,-4.080594292438849,Africa,1975718
GNQ,Equatorial Guinea,Medium,SSA,145.0,85.37647058823529,0.594,59.2236,8.89576419,5.503850431,21134.33022,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,35.78303146,19.25847161108485,23.75658708326797,0.3797185628742514,-2.694574762814771,-0.8099008945634916,Africa,1410419
GRC,Greece,Very High,,33.0,32.0,0.871,80.9738,17.34185982,10.49905229,27200.16825,0.968,0.856090464,0.884134496,0.763,12.11862731,12.39954076,3.580941916,11.6945,21.08044,0.121,1.557603555708836,2.3844351775968358,Europe,10413936
GRD,Grenada,High,LAC,68.0,85.37647058823529,0.787,75.1161,18.47513644,8.525,12734.95982,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,9.679112434,19.25847161108485,23.75658708326797,0.3797185628742514,1.5910331031469191,0.2802759774679093,North America,112614
GTM,Guatemala,Medium,LAC,135.0,121.0,0.62,71.728,10.6430397,4.896299839,7557.667802,0.925,0.59371047,0.641584275,0.416,32.1003285,32.90322581,17.49807549,34.64291,44.16,0.529,0.969036090604902,-2.803922747554857,North America,17971382
GUY,Guyana,High,LAC,108.0,114.0,0.673,67.4727,11.57839929,8.254952091,10345.83647,0.964,0.657335441,0.682226641,0.552,17.85103527,17.97919762,18.62261581,10.48157,24.44892,0.48,-0.5513348930484899,-0.363979330262333,South America,787215
HKG,Hong Kong,Very High,,4.0,85.37647058823529,0.924,83.8058,16.09333038,11.79325358,56334.58765,0.964,0.907197332,0.940637133,0.796,13.28033568,13.85281385,2.427893162,11.85039423,25.56271964,0.3797185628742514,2.8180200656464507,2.728289343344186,Asia,7507523
HND,Honduras,Medium,LAC,137.0,107.0,0.603,71.9629,9.868069649,5.847009897,4777.746731,0.985,0.596996602,0.606132598,0.451,24.57572977,25.20729685,12.35033131,24.41458,36.962278,0.452,0.4884199608670994,-2.1104677339729343,North America,9931333
HRV,Croatia,Very High,,40.0,26.0,0.838,77.8427,15.1735096,11.39695393,23583.58042,0.981,0.82921,0.845085747,0.764,8.601422738,8.830548926,3.778178215,4.41647,17.60962,0.122,0.7524884706056203,2.418414259107936,Europe,4100719
HTI,Haiti,Low,LAC,163.0,163.0,0.521,62.6047,9.011,5.046,3063.860351,0.892,0.490916415,0.550366461,0.316,38.99256417,39.34740883,30.28099251,38.29759,48.39911,0.633,0.0014583788526432,-4.415610447940917,North America,11426356
HUN,Hungary,Very High,,46.0,55.0,0.84,75.6809,15.61968994,12.00895977,24483.8189,0.99,0.834956778,0.84321674,0.776,7.482281829,7.619047619,4.847445488,3.11786,14.48154,0.25,0.4800252727390599,2.7241154818135143,Europe,9655983
IDN,Indonesia,High,EAP,114.0,110.0,0.683,69.2641,12.92486,7.70258681,9171.014234,0.926,0.653446694,0.705699568,0.561,17.84055496,17.86237189,16.62479973,19.64056516,17.2563,0.487,-0.8235781479497034,-0.0102795012499977,Asia,274021604
IND,India,Medium,SA,132.0,122.0,0.607,68.4598,11.54076004,5.775529669,4758.303085,0.831,0.53632624,0.645672182,0.431,28.18294846,28.99505766,22.96884537,42.42,19.16,0.565,-2.067641232703976,-1.4136598184337636,Asia,1382345085
IRL,Ireland,Very High,,8.0,21.0,0.908,80.9675,18.06964493,11.14470323,43349.89161,0.977,0.896293205,0.917653506,0.837,7.667578861,7.81938326,3.689896584,2.98953,16.32331,0.121,1.5757399751949048,3.477103815976508,Europe,4947267
IRN,Iran,High,SA,76.0,115.0,0.769,74.4493,14.66059017,10.04448032,12711.73086,0.863,0.69044971,0.800476406,0.677,11.77318745,11.96358908,10.63451958,4.970760875,19.71428189,0.525,-0.0063727748473708,1.434589678944456,Asia,84176929
IRQ,Iraq,Medium,AS,121.0,145.0,0.667,68.2534,11.3072805,7.770470142,10104.78849,0.81,0.574458841,0.709035664,0.522,21.51592093,21.73913043,17.7696228,30.63102,16.14712,0.568,-1.5360287388273983,-0.4571409942957591,Asia,40372771
ISL,Iceland,Very High,,3.0,8.0,0.929,81.9289,19.47475052,12.26700235,46066.78901,0.975,0.916601389,0.939641618,0.877,5.523650357,5.597416577,2.93267107,2.48965,11.14863,0.072,1.4566926733089078,4.287144073822388,Europe,341628
ISR,Israel,Very High,,22.0,22.0,0.904,82.1154,16.14162064,12.80438042,34530.46471,0.973,0.889186708,0.914269142,0.794,11.63093809,12.16814159,3.374737263,6.972077,24.546,0.117,1.995243193026467,2.694341488659031,Asia,8678517
ITA,Italy,Very High,,30.0,13.0,0.882,82.6599,16.18659019,10.12277985,39517.53859,0.969,0.865599154,0.893274907,0.78,11.18931746,11.56462585,3.126062393,9.85659,20.5853,0.086,1.811230333621702,2.510252774562575,Europe,60446035
JAM,Jamaica,High,LAC,110.0,80.0,0.714,73.4119,12.97574575,8.612813215,9213.48975,0.975,0.703060929,0.720757744,0.594,15.8821312,16.80672269,10.0742836,5.60595,31.96616,0.405,1.0164176730418912,-0.1978020228071955,North America,2963429
JOR,Jordan,High,AS,102.0,118.0,0.719,74.5621,10.93816566,9.885050058,10314.95721,0.872,0.65475366,0.750570465,0.602,16.20654414,16.27260083,11.22685242,16.9017,20.49108,0.473,-0.5760987085051247,0.5224141680033725,Asia,10220604
JPN,Japan,Very High,,19.0,22.0,0.91,83.4107,15.03610242,13.06229282,40275.25131,0.964,0.890260281,0.923891804,0.835,8.045320855,8.241758242,2.962073565,4.511,16.662889,0.125,1.7205299830703378,3.231256763907735,Asia,126407422
KAZ,Kazakhstan,Very High,ECA,56.0,41.0,0.792,69.8136,15.07024002,11.54523627,21068.97379,1.009,0.794571282,0.787488613,0.717,9.508880906,9.46969697,9.995332718,5.874,12.65731,0.238,-0.3438956337365875,2.2359027135692746,Asia,18815231
KEN,Kenya,Medium,SSA,152.0,128.0,0.554,61.3891,10.43836989,6.256,3445.657082,0.923,0.532630123,0.576985568,0.393,28.74339976,29.06137184,24.24700928,26.01787,35.96532,0.543,-0.4042051748570596,-2.7585546095081144,Africa,53968739
KGZ,Kyrgyzstan,Medium,ECA,118.0,87.0,0.682,69.2173,12.93120003,11.22276943,4379.803244,0.964,0.664808085,0.689432419,0.596,12.41039168,12.60997067,14.47879505,5.01723,17.73515,0.389,-1.1151746235982702,1.0820959231361291,Asia,6542426
KHM,Cambodia,Medium,EAP,146.0,116.0,0.562,69.3042,11.03818337,4.4,3062.342747,0.907,0.53483576,0.589846045,0.434,22.75737821,22.77580071,19.65298462,28.3292,20.28995,0.501,-1.6287853925829752,-1.48527911164313,Asia,16758448
KIR,Kiribati,Medium,EAP,136.0,85.37647058823529,0.602,65.5884,11.81445478,7.865527643,3258.613856,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,26.38279343,21.38,23.75658708326797,0.3797185628742514,-0.9017308973641018,-0.8370983296433473,Oceania,119760
KOR,South Korea,Very High,,19.0,15.0,0.901,81.8637,16.65020943,11.92508221,37248.45937,0.932,0.864359417,0.927057871,0.808,10.20518643,10.32186459,3.288488388,10.6370709,16.69,0.108,1.5542061577821245,3.0141489493173275,Asia,51276977
KWT,Kuwait,Very High,AS,50.0,74.0,0.819,79.1641,14.17085304,6.68321991,66072.10343,1.003,0.813563675,0.810997084,0.5727602739726027,19.83673075241096,20.26141256282192,5.857237339,22.91144815,23.75658708326797,0.216,-1.0341620946722512,3.060779402634796,Asia,4281320
LBN,Lebanon,High,AS,112.0,108.0,0.759,78.7652,12.25366,8.390012962,17437.60574,0.893,0.704219589,0.788611026,0.5727602739726027,19.83673075241096,20.26141256282192,6.622543812,6.177,23.75658708326797,0.458,0.821241972337266,0.8085230024564382,Asia,6819976
LBR,Liberia,Low,SSA,178.0,164.0,0.475,59.9426,9.903696,4.354,1552.5827,0.837,0.431835581,0.515677121,0.315,33.21955399,33.68421053,34.06571198,42.87091,22.72204,0.658,-2.4638930436119235,-3.247592347231879,Africa,5077411
LBY,Libya,High,AS,104.0,61.0,0.716,72.3397,13.2799874,7.31,13812.40286,0.966,0.699935816,0.724733641,0.5727602739726027,19.83673075241096,20.26141256282192,9.842352867,19.25847161108485,23.75658708326797,0.252,0.1314072225735017,0.0365411193745015,Africa,6887247
LCA,Saint Lucia,High,LAC,106.0,91.0,0.734,72.7353,13.57168269,8.355569839,13695.79921,0.991,0.730035809,0.736299053,0.569,22.1291223,22.47956403,11.68582916,27.30567775,27.39586,0.398,0.4703158147568814,-0.2350482946354764,North America,183774
LIE,Liechtenstein,Very High,,16.0,85.37647058823529,0.922,82.425,14.83032513,12.09903353,102002.0218,0.9370116959064326,0.6818588401461988,0.7213140069883041,0.5727602739726027,19.83673075241096,20.26141256282192,5.517054558,19.25847161108485,23.75658708326797,0.3797185628742514,4.830854408867149,1.1606616551781197,Europe,38147
LKA,Sri Lanka,High,SA,73.0,92.0,0.756,74.2388,13.96959972,10.37446431,10748.55286,0.96,0.73522743,0.766258122,0.5727602739726027,19.83673075241096,20.26141256282192,7.197204113,19.25847161108485,23.75658708326797,0.395,0.3844042878881222,0.7594906895248853,Asia,21428970
LSO,Lesotho,Low,SSA,168.0,144.0,0.49,49.0024,11.97321987,5.431064229,2998.102546,0.991,0.488663312,0.493315122,0.314,35.23251391,35.91836735,34.35837173,24.3,47.03917,0.556,0.3672766488556579,-4.812300636582666,Africa,2145194
LTU,Lithuania,Very High,,35.0,30.0,0.854,74.3116,16.60783958,12.58769035,26958.98289,1.022,0.862213904,0.843481719,0.766,10.02771235,10.30444965,4.870707035,5.60263,19.6098,0.137,0.8506847405350058,2.631629143022493,Europe,2715340
LUX,Luxembourg,Very High,,17.0,9.0,0.921,81.3663,13.94312986,13.20458984,80965.91409,0.979,0.906470972,0.925461896,0.843,8.299185167,8.469055375,3.998965502,5.84549,15.0531,0.072,3.5097256027831025,3.3089432271554964,Europe,627704
