ISO3,Country,Human_Development_Groups,UNDP_Developing_Regions,HDI_Rank,GII_Rank,Human_Development_Index,Life_Expectancy_at_Birth,Expected_Years_of_Schooling,Mean_Years_of_Schooling,Gross_National_Income_Per_Capita,Gender_Development_Index,HDI_female,HDI_male,Inequality-adjusted_Human_Development_Index,Coefficient_of_human_inequality,Overall_loss_%,Inequality_in_life_expectancy,Inequality_in_eduation,Inequality_in_income,Gender_Inequality_Index,first,second,continent,Population
BFA,Burkina Faso,Low,SSA,184.0,157.0,0.449,59.2696,9.142100334,2.114962259,2117.915916,0.903,0.425128833,0.470559026,0.315,29.27530611,29.844098,31.36138916,39.15279412,17.31173505,0.621,-0.0244182421834367,-4.937068198036509,Africa,20997293
BGD,Bangladesh,Medium,SA,129.0,131.0,0.661,72.3811,12.44198036,7.379059792,5472.104781,0.898,0.61737477,0.687568946,0.503,23.13718939,23.903177,15.54324818,37.31177,16.55655,0.53,-1.029711157388294,-1.555353345874555,Asia,164972348
BGR,Bulgaria,High,,68.0,52.0,0.795,71.798,13.89729023,11.41318035,23078.95595,0.995,0.792403351,0.796486006,0.701,11.37176091,11.82389937,5.180382729,5.93179,23.00311,0.21,0.2267623925972203,1.4701936110526646,Europe,6939018
BHR,Bahrain,Very High,AS,35.0,46.0,0.875,78.7605,16.29755974,11.04658985,39497.24788,0.927,0.828959683,0.89407466,0.5983397435897436,18.19876460451923,18.62077768851282,4.50674057,12.56789221,22.808170488575,0.181,-1.0972352662715548,2.223663973696658,Asia,1711057
BHS,Bahamas,Very High,LAC,55.0,78.0,0.812,71.5983,12.89945,12.64192386,30486.18429,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,8.739097595,6.917101819,22.808170488575,0.329,0.7624281169829216,1.1895720781667256,North America,393893
BIH,Bosnia and Herzegovina,High,ECA,74.0,38.0,0.78,75.3003,13.8,10.53631973,15241.91465,0.94,0.753943386,0.802005824,0.677,12.97720744,13.20512821,3.98234725,14.78890508,20.16037,0.136,-0.2462797100511664,1.0740311682883985,Europe,3277152
BLR,Belarus,Very High,ECA,60.0,29.0,0.808,72.438,15.16996956,12.14358044,18848.96704,1.011,0.812031188,0.802832,0.765,5.255721395,5.321782178,3.349644184,2.77203,9.64549,0.104,0.721674238881919,2.4918679067833884,Europe,9448772
BLZ,Belize,Medium,LAC,123.0,86.0,0.683,70.4697,12.99168968,8.847599983,6309.099778,0.975,0.671552426,0.688837987,0.535,20.6622413,21.66910688,9.247613907,14.81278,37.92633,0.364,1.6564561534975937,-0.3722269884213361,North America,398845
BOL,Bolivia,Medium,LAC,118.0,99.0,0.692,63.6304,14.94697094,9.827750206,8111.190194,0.964,0.679814318,0.704911026,0.549,20.47608422,20.66473988,18.02205467,16.54294,26.863258,0.418,1.250207047948785,-0.4475328186278243,South America,11700207
BRA,Brazil,High,LAC,87.0,94.0,0.754,72.7504,15.59906006,8.128813955,14369.88848,0.994,0.750013092,0.754680006,0.576,22.31580091,23.60742706,9.988456726,15.65257,41.306376,0.39,-1.9362028367752888,-0.2730439157271176,South America,212821986
BRB,Barbados,High,LAC,70.0,64.0,0.79,77.5714,15.71338458,9.852700596,12306.341,1.034,0.799110548,0.772530747,0.657,15.71572331,16.83544304,8.014942169,5.54685,33.58537775,0.268,1.2511003141089714,1.5071338771089888,North America,287437
BRN,Brunei,Very High,EAP,51.0,61.0,0.829,74.6424,13.95178032,9.18,64489.53954,0.984,0.819470894,0.833025563,0.5983397435897436,18.19876460451923,18.62077768851282,7.503439903,18.006313952028407,22.808170488575,0.259,0.9638488104751096,2.4540696022223982,Asia,438202
BTN,Bhutan,Medium,SA,127.0,98.0,0.666,71.815,13.22500478,5.170262283,9437.541512,0.937,0.641322529,0.684476486,0.471,27.70138498,29.27927928,14.92243862,48.22657529,19.95514103,0.415,-1.640465010109733,-2.0530230133934046,Asia,773069
BWA,Botswana,Medium,SSA,117.0,117.0,0.693,61.1409,12.26513765,10.34,16198.31841,0.981,0.686186101,0.699553277,0.5983397435897436,18.19876460451923,18.62077768851282,21.56492996,23.27683,22.808170488575,0.468,1.3401944066244629,-1.004956573932061,Africa,2359585
CAF,Central African Republic,Low,SSA,188.0,166.0,0.404,53.8947,8.040171714,4.334,966.0586107,0.81,0.359110957,0.443253806,0.24,40.13981348,40.59405941,36.02700043,35.19785,49.19459,0.672,3.2784512366987992,-5.291851624913631,Africa,4843954
CAN,Canada,Very High,,15.0,17.0,0.936,82.6565,16.39625931,13.83442722,46807.98619,0.988,0.929499536,0.941126183,0.86,7.901529772,8.11965812,4.106589317,2.521,17.077,0.069,-1.0552263653120142,3.6568627824604905,North America,37799407
CHE,Switzerland,Very High,,1.0,3.0,0.962,83.9872,16.50029945,13.85966015,66933.00454,0.967,0.943709307,0.975611273,0.894,6.89990636,7.068607069,3.103429079,2.01457,15.58172,0.018,-1.8935627590363544,4.097370363786593,Europe,8665615
CHL,Chile,Very High,LAC,42.0,47.0,0.855,78.9435,16.73130035,10.9349663,24563.24486,0.967,0.838413012,0.867267868,0.722,14.97303049,15.55555556,4.907827854,11.73821662,28.273047,0.187,-1.1120952692193482,1.854852219327204,South America,19144605
CHN,China,High,EAP,79.0,48.0,0.768,78.2107,14.2361149,7.600118446,17504.39969,0.984,0.761168006,0.773243024,0.651,14.77805961,15.234375,5.263178825,11.68,27.391,0.192,-0.9132343583904492,0.5734179234021692,Asia,1440297825
CMR,Cameroon,Medium,SSA,151.0,148.0,0.576,60.3334,13.10859922,6.15131,3620.932408,0.885,0.540217006,0.610395901,0.393,31.72993835,31.77083333,28.48371506,31.71699,34.98911,0.565,1.749820102519038,-2.8698223239418463,Africa,26655083
COG,Congo,Medium,SSA,153.0,147.0,0.571,63.5187,12.33081527,6.166,2889.283521,0.934,0.551580285,0.590449068,0.432,24.30610437,24.34325744,20.98684311,20.93222,30.99925,0.564,1.1288758229772236,-2.228504254345,Africa,5540555
COL,Colombia,High,LAC,88.0,102.0,0.752,72.8296,14.44274998,8.862859726,14384.35666,0.984,0.743729498,0.755726924,0.589,20.57743344,21.67553191,9.370814323,14.64929,37.712196,0.424,1.4985218512633176,0.3391087557950381,South America,50976248
COM,Comoros,Medium,SSA,156.0,85.37647058823529,0.558,63.4174,11.92432393,5.078649,3142.064119,0.891,0.521857496,0.585432331,0.31,43.06900853,44.44444444,25.57926559,47.61438,56.01338,0.3443764705882353,-2.37540421850455,-4.657594468822414,Africa,872695
CPV,Cabo Verde,Medium,SSA,128.0,84.0,0.662,74.0518,12.55461444,6.287719287,6230.200199,0.981,0.653226941,0.666122007,0.5983397435897436,18.19876460451923,18.62077768851282,8.794361115,27.38759118,22.808170488575,0.349,-0.6935878892066162,-1.0712202101109227,Africa,557026
CRI,Costa Rica,Very High,LAC,58.0,60.0,0.809,77.0232,16.54577065,8.804059982,19974.27358,0.996,0.806325603,0.809722197,0.664,16.96065133,17.92336218,5.891644001,11.57677,33.41354,0.256,-1.452377751165514,0.9490113145942418,North America,5102158
CUB,Cuba,High,LAC,83.0,73.0,0.764,73.6829,14.44305992,12.49773438,7878.847482,0.961,0.744772411,0.774843635,0.5983397435897436,18.19876460451923,18.62077768851282,4.628062248,9.09712,22.808170488575,0.303,0.5443737219959798,1.3938333416488142,North America,11325391
CYP,Cyprus,Very High,,29.0,35.0,0.896,81.2033,15.64826965,12.44017029,38188.42152,0.972,0.881957454,0.907058666,0.819,8.399155342,8.59375,2.644016027,9.5209,13.03255,0.123,-0.7975944636939043,3.064948830256652,Asia,1208886
DEU,Germany,Very High,,9.0,19.0,0.942,80.6301,17.01013947,14.09096691,54534.21682,0.978,0.931498431,0.952180253,0.883,6.177129593,6.263269639,3.408158779,2.6632,12.46003,0.073,-1.0552652793848862,4.009454775931239,Europe,83830972
DJI,Djibouti,Low,AS,171.0,85.37647058823529,0.509,62.3049,7.43298,4.1,5024.993944,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,25.70430756,18.006313952028407,27.74495175,0.3443764705882353,-0.9083220053674564,-2.941262429360966,Africa,990447
DMA,Dominica,High,LAC,102.0,85.37647058823529,0.72,72.814,13.3191862,8.142186,11487.62422,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,8.952466011,18.006313952028407,22.808170488575,0.3443764705882353,-0.2034890204218296,-0.0787774533406707,North America,72017
DNK,Denmark,Very High,,6.0,1.0,0.948,81.3753,18.71479988,12.96049023,60364.78595,0.98,0.937319033,0.956524411,0.898,5.186913722,5.274261603,3.006301165,2.50376,10.05068,0.013,-1.329858279858025,4.338210758098016,Europe,5795780
DOM,Dominican Republic,High,LAC,80.0,106.0,0.767,72.6146,14.46655802,9.306864107,17989.60037,1.014,0.771504074,0.760780375,0.618,19.4119047,19.42633638,17.5623951,15.04513,25.628189,0.429,0.0352556120001114,0.2684667824733437,North America,10866667
DZA,Algeria,High,AS,91.0,126.0,0.745,76.3767,14.62689602,8.069284397,10800.22546,0.88,0.680221302,0.773257248,0.598,19.07287475,19.73154362,12.43080425,33.28262,11.5052,0.499,-1.7625271072787596,-0.4654475953092638,Africa,43984569
ECU,Ecuador,High,LAC,95.0,85.0,0.74,73.67,14.62423038,8.817119598,10311.63273,0.98,0.730715581,0.745435732,0.604,17.76487784,18.37837838,8.870192528,13.3739,31.050541,0.362,-0.079564165613005,0.2488757039392276,South America,17688599
EGY,Egypt,High,AS,97.0,109.0,0.731,70.2207,13.78649972,9.573026174,11731.69056,0.882,0.665947414,0.75526319,0.519,28.03942983,29.00136799,10.67237949,36.94291,36.503,0.443,1.9495729761718423,-0.6076424453668291,Africa,102659126
ERI,Eritrea,Low,SSA,176.0,85.37647058823529,0.492,66.5358,8.064524628,4.8872352,1728.742667,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,20.2650795,18.006313952028407,22.808170488575,0.3443764705882353,1.3882779543051738,-1.8458242966277405,Africa,3554797
ESP,Spain,Very High,,27.0,14.0,0.905,83.01,17.91690063,10.60540009,38353.60164,0.986,0.895714434,0.908603781,0.788,12.64302265,12.9281768,2.883327961,15.73379,19.31195,0.057,-1.6541091300278807,2.703118740509378,Europe,46757980
EST,Estonia,Very High,,31.0,28.0,0.89,77.1436,15.92895985,13.54843044,38048.26372,1.021,0.898020476,0.879365759,0.829,6.647519602,6.853932584,2.925558805,2.02737,14.98963,0.1,-0.303265709643502,3.1953067559272825,Europe,1326693
ETH,Ethiopia,Low,SSA,175.0,129.0,0.498,64.9748,9.651071421,3.201520681,2361.069604,0.921,0.477551765,0.518618804,0.363,25.99192684,27.10843373,23.12960052,42.77036,12.07582,0.52,-1.0882036362558134,-4.008143151472273,Africa,115434444
FIN,Finland,Very High,,11.0,6.0,0.94,82.0381,19.05192947,12.87362003,49452.16672,0.989,0.934283259,0.944567946,0.89,5.224387065,5.319148936,2.774231195,2.41555,10.48338,0.033,-0.8935713628913979,4.262168328064023,Europe,5542237
FJI,Fiji,High,EAP,99.0,77.0,0.73,67.114,14.73679,10.92154799,9980.110866,0.931,0.698350818,0.75013651,0.5983397435897436,18.19876460451923,18.62077768851282,15.23796844,2.636659279,22.808170488575,0.318,1.2778388160956085,0.710621056567164,Oceania,897573
FRA,France,Very High,,28.0,22.0,0.903,82.4988,15.81206989,11.61005974,45937.05273,0.99,0.897519009,0.906690802,0.825,8.485328055,8.637873754,3.816274166,7.72173,13.91798,0.083,-1.1174049951184692,3.109104656123654,Europe,65298930
FSM,Micronesia,Medium,EAP,134.0,85.37647058823529,0.628,70.71,11.54947988,7.804956,3696.173945,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,13.9006424,18.006313952028407,26.38098943,0.3443764705882353,0.3023721801258263,-0.7199801351971516,Oceania,115231
GAB,Gabon,High,SSA,112.0,140.0,0.706,65.821,12.97731,9.436,13366.93455,0.908,0.66695499,0.734791954,0.554,21.46330738,21.52974504,19.69610405,23.47992,21.2138981,0.541,0.5293214965304038,-0.8223351496089686,Africa,2234448
GBR,United Kingdom,Very High,,18.0,27.0,0.929,80.7422,17.30971909,13.4061203,45224.76564,0.987,0.921594468,0.93393288,0.85,8.243507931,8.503767492,3.913083792,2.84785,17.96959,0.098,-0.8701227422735004,3.584888177756187,Europe,67948282
GEO,Georgia,Very High,ECA,63.0,66.0,0.802,71.694,15.56851959,12.82221985,14664.16825,1.007,0.803449379,0.797741455,0.706,11.41161372,11.97007481,6.600036144,2.784805013,24.85,0.28,0.7197770582494933,1.854815644450724,Asia,3987805
GHA,Ghana,Medium,SSA,133.0,130.0,0.632,63.7954,12.04778004,8.329886695,5744.504017,0.946,0.614164008,0.649352665,0.458,27.33194806,27.53164557,22.75168419,35.10167,24.14249,0.529,0.5066197478385189,-2.0967857456580035,Africa,31181428
GIN,Guinea,Low,SSA,182.0,157.0,0.465,58.8922,9.805297465,2.202125952,2480.887182,0.85,0.426440797,0.501452822,0.299,34.33844766,35.69892473,35.05346298,50.12411,17.83777,0.621,-0.0108406262120962,-5.259934316244086,Africa,13191279
GMB,Gambia,Low,SSA,174.0,153.0,0.5,62.083,9.418626299,4.637487411,2172.207664,0.924,0.480518411,0.51992186,0.348,29.27151682,30.4,23.34724045,47.00005,17.46726,0.611,-0.4546888461477298,-4.073358599660425,Africa,2427782
GNB,Guinea-Bissau,Low,SSA,177.0,159.0,0.483,59.6523,10.61306278,3.583719,1908.24159,0.867,0.447933316,0.516530263,0.306,36.50182103,36.64596273,29.51842308,42.08704,37.9,0.627,1.6340707641535914,-4.393072296644334,Africa,1975718
GNQ,Equatorial Guinea,Medium,SSA,145.0,85.37647058823529,0.596,60.5943,9.73494,5.910863,12073.95993,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,30.0848732,18.006313952028407,22.808170488575,0.3443764705882353,2.040308813653193,-1.8768434090043395,Africa,1410419
GRC,Greece,Very High,,33.0,32.0,0.887,80.1106,20.02878952,11.40853024,29002.48545,0.969,0.871930104,0.900182194,0.791,10.66271436,10.82299887,3.612533092,11.73784,16.63777,0.119,-0.2014216239662814,3.4750329476840767,Europe,10413936
GRD,Grenada,High,LAC,68.0,85.37647058823529,0.795,74.9362,18.66202035,9.032104,13483.5774,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,9.633924484,18.006313952028407,22.808170488575,0.3443764705882353,-1.3874638888046258,0.5210784612647598,North America,112614
GTM,Guatemala,Medium,LAC,135.0,121.0,0.627,69.2368,10.56245041,5.681300163,8723.285317,0.917,0.595718044,0.649879506,0.46,26.12651356,26.63476874,13.86461067,34.95493,29.56,0.481,-0.0935574758733876,-2.172089152309216,North America,17971382
GUY,Guyana,High,LAC,108.0,114.0,0.714,65.6734,12.50272216,8.617477,22464.65734,0.978,0.704002156,0.719594973,0.591,17.094939,17.22689076,15.75936699,10.42545,25.1,0.454,0.809981913388591,-0.3120748293391193,South America,787215
HKG,Hong Kong,Very High,,4.0,85.37647058823529,0.952,85.4734,17.27816963,12.22620964,62606.8454,0.976,0.941077517,0.964310833,0.828,12.42997802,13.02521008,2.05559516,9.671619265,25.56271964,0.3443764705882353,-2.401070036832988,3.4260181902311704,Asia,7507523
HND,Honduras,Medium,LAC,137.0,107.0,0.621,70.1229,10.13281417,7.088479996,5297.955301,0.96,0.607425221,0.633043539,0.479,22.2190672,22.86634461,10.1333456,21.61233,34.911526,0.431,1.0820739342935002,-1.5668201757340412,North America,9931333
HRV,Croatia,Very High,,40.0,26.0,0.858,77.5804,15.11209965,12.19108434,30132.28814,0.995,0.855338778,0.859239831,0.797,6.984191534,7.10955711,3.756904602,4.24197,12.9537,0.093,-0.2056687371796171,2.694057268862636,Europe,4100719
HTI,Haiti,Low,LAC,163.0,163.0,0.535,63.1924,9.7,5.554,2847.500746,0.898,0.506097786,0.563765577,0.327,38.1192817,38.87850467,26.58240509,37.33677,50.43867,0.635,3.1590297817839907,-3.575624042160056,North America,11426356
HUN,Hungary,Very High,,46.0,55.0,0.846,74.5301,15.0336281,12.24958992,32789.01063,0.987,0.840092841,0.850884145,0.792,6.37034972,6.382978723,3.953909159,2.86309,12.29405,0.221,0.07621775109137,2.670442046469893,Europe,9655983
IDN,Indonesia,High,EAP,114.0,110.0,0.705,67.5703,13.74889386,8.556509972,11466.06836,0.941,0.680843112,0.723345599,0.585,16.86744309,17.0212766,13.23504257,17.25001669,20.11727,0.444,0.2080270211664124,-0.3273978131510612,Asia,274021604
IND,India,Medium,SA,132.0,122.0,0.633,67.2398,11.87462044,6.655109195,6589.980037,0.849,0.566684748,0.667813533,0.475,24.39381027,24.96050553,16.93670082,36.87573,19.369,0.49,-0.436637007612748,-2.073550066017647,Asia,1382345085
IRL,Ireland,Very High,,8.0,21.0,0.945,81.9976,18.94522095,11.58222303,76168.98443,0.987,0.934275848,0.946695538,0.886,6.161783203,6.243386243,2.825729609,3.39666,12.26296,0.074,-2.1704021456097835,4.224957097916072,Europe,4947267
IRN,Iran,High,SA,76.0,115.0,0.774,73.8749,14.61524963,10.63645314,13000.7117,0.88,0.704065865,0.79971899,0.686,11.07722438,11.36950904,8.532962799,4.984428444,19.71428189,0.459,0.3404388719397772,1.2026098615647405,Asia,84176929
IRQ,Iraq,Medium,AS,121.0,145.0,0.686,70.3779,12.08747317,7.905593489,9977.249073,0.803,0.585138844,0.728293315,0.554,18.80229155,19.24198251,13.98201466,29.74591,12.67895,0.558,-1.0403812903009415,-1.2358763924682656,Asia,40372771
ISL,Iceland,Very High,,3.0,8.0,0.959,82.6782,19.16305923,13.76716995,55782.04981,0.976,0.946935585,0.970604052,0.915,4.556437474,4.588112617,1.954472423,2.20077,9.51407,0.043,-1.1535443323699892,4.605783546965121,Europe,341628
ISR,Israel,Very High,,22.0,22.0,0.919,82.255,16.05088997,13.3448664,41523.74319,0.992,0.914945896,0.921975238,0.815,10.86813024,11.31664853,3.198390722,6.272,23.134,0.083,-1.3384671893895153,3.062211038603848,Asia,8678517
ITA,Italy,Very High,,30.0,13.0,0.895,82.8502,16.22678947,10.7401104,42839.51441,0.97,0.879184172,0.906110064,0.791,11.22130912,11.62011173,2.737157345,10.05442,20.87235,0.056,-1.4096842130460034,2.6586019712281863,Europe,60446035
JAM,Jamaica,High,LAC,110.0,80.0,0.709,70.5003,13.40492042,9.154628661,8834.47567,0.99,0.703788217,0.710547842,0.591,15.73566602,16.64315938,8.725048065,6.51579,31.96616,0.335,1.0858564428051791,0.1758523810038534,North America,2963429
JOR,Jordan,High,AS,102.0,118.0,0.72,74.2563,10.64655972,10.44668007,9923.714974,0.887,0.663218429,0.747658804,0.617,14.20510318,14.30555556,9.261599541,15.44186,17.91185,0.471,0.0834525827912496,-0.001680139813079,Asia,10220604
JPN,Japan,Very High,,19.0,22.0,0.925,84.7839,15.22162588,13.36610034,42274.29134,0.97,0.907973256,0.936097221,0.85,7.894689109,8.108108108,2.510178328,4.511,16.662889,0.083,-1.1608272669604456,3.430262982595827,Asia,126407422
KAZ,Kazakhstan,Very High,ECA,56.0,41.0,0.811,69.3622,15.76500034,12.34756189,23942.81837,0.998,0.808860452,0.810586606,0.755,6.925083065,6.905055487,7.268719196,3.16666,10.33987,0.161,0.8304195827844049,2.414015574668333,Asia,18815231
KEN,Kenya,Medium,SSA,152.0,128.0,0.575,61.427,10.69855835,6.652,4473.570344,0.941,0.557213852,0.592213974,0.426,25.6850841,25.91304348,21.01152229,22.89552,33.14821,0.506,1.3948095321494616,-2.439975744052969,Africa,53968739
KGZ,Kyrgyzstan,Medium,ECA,118.0,87.0,0.692,69.9774,13.1953001,11.37410556,4566.303831,0.966,0.674734308,0.698277778,0.627,9.226713037,9.393063584,10.48529911,3.36425,13.83059,0.37,1.526633607508398,0.9394636929258694,Asia,6542426
KHM,Cambodia,Medium,EAP,146.0,116.0,0.593,69.5835,11.46772,5.088,4078.697154,0.926,0.569886597,0.615205049,0.479,19.00450602,19.22428331,15.36655807,27.30485,14.34211,0.461,-0.8378058892451131,-2.0792453694158013,Asia,16758448
KIR,Kiribati,Medium,EAP,136.0,85.37647058823529,0.624,67.4172,11.801993,7.984461822,4062.586034,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.516,17.15409705,17.30769231,22.46889114,9.63653,19.35687,0.3443764705882353,1.1346911025028783,-0.7138343811354848,Oceania,119760
KOR,South Korea,Very High,,19.0,15.0,0.925,83.6978,16.52173996,12.51293027,44500.93187,0.944,0.893687774,0.9471206,0.838,9.264535208,9.405405405,2.827563286,8.836042338,16.13,0.067,-1.2775906180735173,3.320231436016019,Asia,51276977
KWT,Kuwait,Very High,AS,50.0,74.0,0.831,78.6729,15.32443332,7.328022618,52919.76137,1.009,0.830933447,0.823823695,0.5983397435897436,18.19876460451923,18.62077768851282,5.555344582,22.10817735,22.808170488575,0.305,-2.183992389176531,1.151852793204606,Asia,4281320
LBN,Lebanon,High,AS,112.0,108.0,0.706,75.0472,11.28587,8.718636,9525.831467,0.882,0.649614298,0.736555974,0.5983397435897436,18.19876460451923,18.62077768851282,5.557227612,6.177,22.808170488575,0.432,0.5441120000361945,0.2446502234662769,Asia,6819976
LBR,Liberia,Low,SSA,178.0,164.0,0.481,60.7472,10.42078972,5.082,1288.74235,0.871,0.446593576,0.512798524,0.33,30.66384255,31.39293139,30.12607765,42.11968,19.74577,0.648,0.1866942906053012,-4.178114665641125,Africa,5077411
LBY,Libya,High,AS,104.0,61.0,0.718,71.9112,12.85428,7.599985,15335.712,0.975,0.708031742,0.726310597,0.5983397435897436,18.19876460451923,18.62077768851282,7.824037075,18.006313952028407,22.808170488575,0.259,-0.2756653620416603,-0.1835267055974143,Africa,6887247
LCA,Saint Lucia,High,LAC,106.0,91.0,0.715,71.1114,12.86610985,8.545040131,12048.30381,1.011,0.718726697,0.710892671,0.559,21.32341215,21.81818182,9.268698692,27.30567775,27.39586,0.381,-0.2958175731734301,-0.566163103410973,North America,183774
LIE,Liechtenstein,Very High,,16.0,85.37647058823529,0.935,83.2575,15.18157005,12.53854,146829.7006,0.9472848837209302,0.7019377737732557,0.7353976421511628,0.5983397435897436,18.19876460451923,18.62077768851282,4.739531994,18.006313952028407,22.808170488575,0.3443764705882353,-5.957960824134732,2.2046382426039424,Europe,38147
LKA,Sri Lanka,High,SA,73.0,92.0,0.782,76.3991,14.13990486,10.82730007,12578.22055,0.949,0.754666487,0.794880643,0.676,13.18638698,13.55498721,5.198720932,11.99693,22.36351,0.383,-0.1242127530752377,1.1390753318618132,Asia,21428970
LSO,Lesotho,Low,SSA,168.0,144.0,0.514,53.062,12.04087801,6.010184707,2700.435748,0.985,0.511123839,0.519143817,0.372,27.39429777,27.62645914,33.0491333,19.55712,29.57664,0.557,2.386015649539152,-3.358902657165416,Africa,2145194
LTU,Lithuania,Very High,,35.0,30.0,0.875,73.7201,16.28506088,13.49810028,37931.30359,1.03,0.887521885,0.861661897,0.8,8.316025071,8.571428571,4.317045212,3.57741,17.05362,0.105,-0.0917517493268684,2.949790706826096,Europe,2715340
LUX,Luxembourg,Very High,,17.0,9.0,0.93,82.6287,14.39813995,13.01519217,84649.47467,0.993,0.924607692,0.931456058,0.85,8.413193197,8.602150538,3.870309591,4.71707,16.6522,0.044,-2.846179392714577,3.492579519035273,Europe,627704
