ISO3,Country,Human_Development_Groups,UNDP_Developing_Regions,HDI_Rank,GII_Rank,Human_Development_Index,Life_Expectancy_at_Birth,Expected_Years_of_Schooling,Mean_Years_of_Schooling,Gross_National_Income_Per_Capita,Gender_Development_Index,HDI_female,HDI_male,Inequality-adjusted_Human_Development_Index,Coefficient_of_human_inequality,Overall_loss_%,Inequality_in_life_expectancy,Inequality_in_eduation,Inequality_in_income,Gender_Inequality_Index,first,second,continent,Population
QAT,Qatar,Very High,AS,42.0,54.0,0.849,80.7171,11.90872002,9.730019569,91499.86316,1.027,0.864183714,0.841871929,0.5945646258503402,18.942870966863943,19.35102011878912,4.620758057,11.22725944,23.356497166026145,0.176,-0.5841760986545786,4.072353783384327,Asia,2889284
ROU,Romania,Very High,,53.0,67.0,0.823,75.9519,14.25988007,11.14865017,26756.30966,0.982,0.81422552,0.829527182,0.732,10.75923625,11.05710814,6.217818737,5.3222,20.73769,0.283,1.4636439463773467,1.2270134238655823,Europe,19214608
RWA,Rwanda,Low,SSA,165.0,93.0,0.526,65.9409,11.49604034,4.265272498,1913.034071,0.921,0.502444001,0.545784185,0.372,29.01636305,29.27756654,21.40140915,29.25386,36.39382,0.393,-1.3634325600917914,-2.962660031197247,Africa,13005303
SAU,Saudi Arabia,Very High,AS,35.0,59.0,0.86,77.1605,15.63002014,10.22029972,48041.17305,0.898,0.798117531,0.888670826,0.5945646258503402,18.942870966863943,19.35102011878912,5.875810146,18.11940114,23.356497166026145,0.298,0.5770734907265663,2.318202552869646,Asia,34905942
SDN,Sudan,Low,AS,172.0,141.0,0.514,65.4447,7.775706251,3.72,4414.899983,0.87,0.471911009,0.542566619,0.337,34.23194358,34.43579767,27.24562073,42.45021,33.0,0.561,-2.605926696238153,-3.357115019203107,Africa,44019263
SEN,Senegal,Low,SSA,170.0,131.0,0.509,67.7503,9.057225227,2.830689907,3114.304101,0.88,0.474129477,0.538846305,0.347,30.98437864,31.82711198,20.58267593,45.98846,26.382,0.531,-3.2848651565671267,-2.158730030301105,Africa,16816539
SGP,Singapore,Very High,EAP,12.0,7.0,0.935,83.2236,16.44087982,11.5461998,88088.26615,0.989,0.929767131,0.940256582,0.81,12.85533834,13.36898396,2.562251329,11.04336304,24.96040064,0.048,0.8098911642790467,4.564651390416154,Asia,5858322
SLB,Solomon Islands,Medium,EAP,155.0,85.37647058823529,0.564,69.9882,10.40610784,5.54073206,2610.761701,0.943517441860465,0.7001682667383721,0.7362088890930233,0.5945646258503402,18.942870966863943,19.35102011878912,13.36721706,18.64913996358333,23.356497166026145,0.3558882352941176,-0.7419696537667358,-0.8956787412696322,Oceania,689671
SLE,Sierra Leone,Low,SSA,181.0,162.0,0.466,58.6517,9.445864977,4.335234901,1594.30889,0.887,0.439811635,0.495693801,0.3,34.55181648,35.6223176,38.99045944,46.92677,17.73822,0.64,-3.769450163389446,-3.286080052558577,Africa,8004158
SLV,El Salvador,Medium,LAC,125.0,88.0,0.674,72.3108,12.53785778,6.825099945,7984.420771,0.982,0.666716461,0.67890545,0.543,19.24989319,19.43620178,11.36567879,24.57277678,21.811224,0.372,-0.7810570257347359,-0.3775365587951756,North America,6491923
SMR,San Marino,Very High,,44.0,85.37647058823529,0.7195473684210526,82.9161,13.378861858541669,8.747069302510525,54725.64938,0.943517441860465,0.7001682667383721,0.7362088890930233,0.5945646258503402,18.942870966863943,19.35102011878912,2.772199631,18.64913996358333,23.356497166026145,0.3558882352941176,2.449082019814185,0.2157752707592999,Europe,33944
SOM,Somalia,,AS,95.81151832460732,85.37647058823529,0.7195473684210526,55.6536,13.378861858541669,8.747069302510525,1072.750752,0.943517441860465,0.7001682667383721,0.7362088890930233,0.5945646258503402,18.942870966863943,19.35102011878912,41.84555054,18.64913996358333,24.35,0.3558882352941176,0.9309727552983672,-3.395050848667192,Africa,15965848
SRB,Serbia,Very High,ECA,63.0,36.0,0.802,76.213,14.76615047,11.16240025,15538.46624,0.976,0.791000404,0.810833959,0.688,13.52748972,14.21446384,4.364899158,8.13663,28.08094,0.138,1.1053084101618742,1.0453352515340328,Europe,8731081
SSD,South Sudan,Low,SSA,191.0,150.0,0.395,55.3094,5.54251,5.726140022,888.762,0.851,0.359353963,0.422403523,0.251,36.35684409,36.4556962,37.26502228,39.55255,32.25296,0.597,-3.1431377284558226,-4.844732096478626,Africa,11216250
SUR,Suriname,High,LAC,99.0,105.0,0.75,72.417,12.97045829,9.573077564,16278.15956,1.002,0.747767136,0.74630851,0.5945646258503402,18.942870966863943,19.35102011878912,12.24423885,18.64913996358333,23.356497166026145,0.44,0.2709242208335247,0.0755257034513358,South America,587541
SVK,Slovakia,Very High,,45.0,45.0,0.856,77.219,14.48703957,12.76618004,29516.49964,0.991,0.85030505,0.857603224,0.805,5.817629513,5.957943925,4.566688538,1.55613,11.33007,0.193,2.620602689524008,1.4629481237734852,Europe,5460109
SVN,Slovenia,Very High,,23.0,18.0,0.913,81.0714,17.57205963,12.70028973,35849.55565,0.994,0.907633287,0.913110236,0.87,4.613235224,4.709748083,2.531745672,2.17402,9.13394,0.054,3.04365422357497,2.4294270070924857,Europe,2078989
SWE,Sweden,Very High,,7.0,4.0,0.941,82.4382,19.48233986,12.48604965,52849.39299,0.984,0.933001775,0.948387309,0.878,6.553768344,6.695005313,2.858345032,3.79204,13.01092,0.035,2.839146452716576,3.397782444603578,Europe,10110233
SWZ,Eswatini,Medium,SSA,144.0,138.0,0.596,57.8951,13.41933922,5.328,7844.499338,0.978,0.588945057,0.602360253,0.418,29.49884166,29.86577181,26.48997498,24.10655,37.9,0.555,-0.530911550308754,-3.270894318881957,Africa,1162233
SYC,Seychelles,High,SSA,72.0,85.37647058823529,0.796,73.8027,13.89396954,10.29333881,25224.47069,0.943517441860465,0.7001682667383721,0.7362088890930233,0.5945646258503402,18.942870966863943,19.35102011878912,9.268683434,18.64913996358333,29.34535638,0.3558882352941176,0.0754688714524293,0.508109248719647,Africa,98453
TCD,Chad,Low,SSA,190.0,165.0,0.393,52.3076,7.684968888,2.388868544,1566.261072,0.764,0.336984838,0.4412419,0.244,37.62390596,37.91348601,41.52161789,42.9501,28.4,0.699,-3.8945237342941086,-4.662488896687206,Africa,16502877
TGO,Togo,Low,SSA,162.0,149.0,0.524,60.1544,12.71761036,4.763593115,2013.813455,0.84,0.477866871,0.568828131,0.357,31.5697825,31.87022901,30.12842751,37.72766,26.85326,0.588,-2.1657815942631733,-2.8917171868476843,Africa,8310934
THA,Thailand,Very High,EAP,66.0,79.0,0.79,78.3939,15.57729969,8.343885422,16642.45037,0.995,0.787437009,0.791196111,0.661,16.1126233,16.32911392,7.939879894,16.58373,23.81426,0.419,0.305433931440572,1.176987444273879,Asia,69830779
TJK,Tajikistan,Medium,ECA,122.0,68.0,0.665,69.9047,11.56513261,11.42107964,3728.067416,0.904,0.628268132,0.694676697,0.579,12.86234743,12.93233083,18.08139229,6.03825,14.4674,0.28,-1.0493121010288553,0.3897801042280116,Asia,9573310
TKM,Turkmenistan,High,ECA,91.0,43.0,0.741,68.9158,12.76720446,11.19282692,13615.49576,0.955,0.721738163,0.755379993,0.611,16.99352694,17.54385965,20.62630081,3.55428,26.8,0.184,1.3005385598475985,-0.9237562942724662,Asia,6046292
TLS,Timor-Leste,Medium,EAP,140.0,89.0,0.606,67.7454,12.39822,5.43679,4500.640588,0.918,0.579629727,0.631543658,0.435,26.86015163,28.21782178,22.0812149,44.91179,13.58745,0.394,-2.8764935802416933,-0.6989313196018576,Asia,1322667
TON,Tonga,High,EAP,91.0,160.0,0.74,70.7133,15.77991519,11.33194133,6723.664971,0.968,0.725011708,0.749348873,0.5945646258503402,18.942870966863943,19.35102011878912,9.217887878,18.64913996358333,23.356497166026145,0.363,0.9535393362807134,0.0277012469003523,Oceania,105901
TTO,Trinidad and Tobago,Very High,LAC,57.0,81.0,0.817,74.2301,14.26123815,11.35999926,26543.37527,0.986,0.809090241,0.82026593,0.5945646258503402,18.942870966863943,19.35102011878912,11.67577362,18.64913996358333,23.356497166026145,0.348,0.7533035955826534,1.0130515363683217,North America,1400283
TUN,Tunisia,High,AS,97.0,61.0,0.74,75.8448,15.22488136,7.274176324,10906.88715,0.928,0.704244619,0.758838668,0.578,21.27347502,21.89189189,10.38926506,34.57692,18.85424,0.262,-1.2506766750636118,0.9076074186281916,Africa,11839918
TUR,Turkey,Very High,ECA,48.0,65.0,0.833,77.1408,17.98140907,8.268190384,27553.33891,0.93,0.795342912,0.85559568,0.709,14.62027479,14.88595438,7.138665676,13.64287582,23.07928288,0.311,0.5358614064469444,1.9743047369653368,Asia,84495243
TUV,Tuvalu,Medium,EAP,130.0,85.37647058823529,0.634,64.1478,9.95048,10.2286407,5573.284065,0.943517441860465,0.7001682667383721,0.7362088890930233,0.5945646258503402,18.942870966863943,19.35102011878912,15.72203922,18.64913996358333,23.356497166026145,0.3558882352941176,0.4739770461351913,-1.540727837735503,Oceania,11817
TZA,Tanzania,Low,SSA,160.0,146.0,0.528,65.9987,8.097599983,6.094134093,2472.985897,0.939,0.510986668,0.54393906,0.398,24.50580205,24.62121212,24.15727615,26.96013,22.4,0.563,-2.293788103736794,-2.0757820717400257,Africa,60012400
UGA,Uganda,Low,SSA,166.0,131.0,0.52,62.115,10.40166585,5.619521567,2025.816431,0.888,0.486863011,0.548259819,0.388,25.27548318,25.38461538,22.97168159,27.91438,24.94038796,0.534,-1.9399573952610203,-2.35835820447189,Africa,45974931
UKR,Ukraine,High,ECA,77.0,49.0,0.782,74.7181,14.91945198,11.14765882,12032.75473,1.014,0.785458253,0.774465564,0.735,6.025473368,6.010230179,5.952437401,3.59926,8.524722702,0.26,2.518641909103803,0.4581254988164625,Europe,43686577
URY,Uruguay,Very High,LAC,58.0,58.0,0.819,77.6247,16.83563995,8.831359863,21733.37205,1.018,0.816744895,0.802269343,0.717,12.04780025,12.45421245,6.154525757,6.63096,23.357915,0.269,0.9157726088789984,1.5724178941035236,South America,3475842
USA,United States,Very High,,21.0,44.0,0.924,78.8213,16.31038094,13.42226505,61186.46283,0.99,0.918619913,0.927731557,0.81,11.67290634,12.33766234,5.818261623,2.915457403,26.285,0.209,1.3729716195037796,3.5543692503560784,North America,331341050
UZB,Uzbekistan,High,ECA,101.0,56.0,0.715,71.0095,12.05881977,11.72383976,6974.358065,0.944,0.691257719,0.732130686,0.5945646258503402,18.942870966863943,19.35102011878912,10.48999405,0.724853929,23.356497166026145,0.278,1.56034710912773,-0.6419050646736474,Asia,33551824
